,序號,詞語,等別,級別,情境,書面字頻(每百萬字),口語字頻(每百萬字),簡編本系統號,參考注音,參考漢語拼音,definition
12498,12499,商談,精熟,第7級,,3,1,"[['商談', ['34805']]]",ㄕㄤ ㄊㄢˊ,shāngtán,"to confer, to discuss, to engage in talks"
12499,12500,傷透,精熟,第7級,,3,3,[],ㄕㄤ ㄊㄡˋ,shāngtòu,"to break (sb's heart), to cause grief to"
12500,12501,上尉,精熟,第7級,,10,1,"[['上尉', ['34969']]]",ㄕㄤˋ ㄨㄟˋ,shàngwèi,captain (military rank)
12501,12502,上校,精熟,第7級,,32,1,"[['上校', ['34921']]]",ㄕㄤˋ ㄒㄧㄠˋ,shàngxiào,"high ranking officer in Chinese army, colonel"
12502,12503,賞心悅目,精熟,第7級,,3,3,"[['賞心悅目', ['34864']]]",ㄕㄤˇ ㄒㄧㄣ ㄩㄝˋ ㄇㄨˋ,shǎngxīnyuèmù,"warms the heart and delights the eye (idiom), pleasing, delightful"
12503,12504,上漲,精熟,第7級,,12,12,"[['上漲', ['34930']]]",ㄕㄤˋ ㄓㄤˇ,shàngzhǎng,"to rise, to go up"
12504,12505,上陣,精熟,第7級,,4,1,"[['上陣', ['34929']]]",ㄕㄤˋ ㄓㄣˋ,shàngzhèn,to go into battle
12505,12506,勺,精熟,第7級,,4,1,"[['勺', ['30788', '34046']]]",ㄕㄠˊ,sháo,"spoon, ladle, CL:把[ba3], abbr. for 公勺[gong1 shao2], centiliter (unit of volume)"
12506,12507,少婦,精熟,第7級,,5,1,"[['少婦', ['34065']]]",ㄕㄠˋ ㄈㄨˋ,shàofù,young married woman
12507,12508,燒毀,精熟,第7級,,7,6,"[['燒毀', ['34038']]]",ㄕㄠ ㄏㄨㄟˇ,shāohuǐ,burned down
12508,12509,少校,精熟,第7級,,11,0,[],ㄕㄠˋ ㄒㄧㄠˋ,shàoxiào,"junior ranking officer in Chinese army, major, lieutenant commander"
12509,12510,少之又少,精熟,第7級,,4,2,[],ㄕㄠˇ ㄓ  ㄧㄡˋ ㄕㄠˇ,shǎozhīyòushǎo,"very few, very little"
12510,12511,稍作,精熟,第7級,,2,1,[],ㄕㄠ ㄗㄨㄛˋ,shāozuò,slightly
12511,12512,設防,精熟,第7級,,3,1,"[['設防', ['33979']]]",ㄕㄜˋ ㄈㄤˊ,shèfáng,"to set up defenses, to fortify"
12512,12513,社稷,精熟,第7級,,5,1,"[['社稷', ['33946']]]",ㄕㄜˋ ㄐㄧˋ,shèjì,"state, country, the Gods of earth and grain"
12513,12514,涉獵,精熟,第7級,,3,2,"[['涉獵', ['33961']]]",ㄕㄜˋ ㄌㄧㄝˋ,shèliè,"to skim (through a book), to read cursorily, to dip into"
12514,12515,社論,精熟,第7級,,8,1,"[['社論', ['33933']]]",ㄕㄜˋ ㄌㄨㄣˋ,shèlùn,"editorial (in a newspaper), CL:篇[pian1]"
12515,12516,赦免/赦,精熟,第7級,,10,1,"[['赦免', ['33994']], ['赦', ['33993']]]",ㄕㄜˋ ㄇㄧㄢˇ/ㄕㄜˋ,shèmiǎn/shè,"to pardon, to absolve, to exempt from punishment"
12516,12517,射殺,精熟,第7級,,5,3,"[['射殺', ['33973']]]",ㄕㄜˋ ㄕㄚ,shèshā,"to shoot dead (with a gun, or bow and arrow)"
12517,12518,設身處地,精熟,第7級,,4,2,"[['設身處地', ['33991']]]",ㄕㄜˋ ㄕㄣ ㄔㄨˇ ㄉㄧˋ,shèshēnchǔdì,to put oneself in sb else's shoes
12518,12519,涉水,精熟,第7級,,4,6,[],ㄕㄜˋ ㄕㄨㄟˇ,shèshuǐ,to wade through the water 
12519,12520,奢望,精熟,第7級,,3,1,"[['奢望', ['33894']]]",ㄕㄜ ㄨㄤˋ,shēwàng,"an extravagant hope, to have excessive expectations"
12520,12521,涉嫌,精熟,第7級,,4,2,"[['涉嫌', ['33963']]]",ㄕㄜˋ ㄒㄧㄢˊ,shèxián,"to be a suspect (in a crime), to be suspected of"
12521,12522,設限,精熟,第7級,,3,3,"[['設限', ['33986']]]",ㄕㄜˋ ㄒㄧㄢˋ,shèxiàn,to set scope or boundaries
12522,12523,設宴,精熟,第7級,,4,0,[],ㄕㄜˋ ㄧㄢˋ,shèyàn,to host a banquet
12523,12524,深奧,精熟,第7級,,6,4,"[['深奧', ['34667']]]",ㄕㄣ ㄠˋ,shēnào,"profound, abstruse, recondite, profoundly"
12524,12525,身敗名裂,精熟,第7級,,2,0,"[['身敗名裂', ['34594']]]",ㄕㄣ ㄅㄞˋ ㄇㄧㄥˊ ㄌㄧㄝˋ,shēnbàimíngliè,"to lose one's standing, to have one's reputation swept away, a complete defeat and fall from grace"
12525,12526,身不由己,精熟,第7級,,3,1,"[['身不由己', ['34595']]]",ㄕㄣ ㄅㄨˋ ㄧㄡˊ ㄐㄧˇ,shēnbùyóujǐ,"without the freedom to act independently (idiom), involuntary, not of one's own volition, in spite of oneself"
12526,12527,神采,精熟,第7級,,3,1,"[['神采', ['34730']]]",ㄕㄣˊ ㄘㄞˇ,shéncǎi,"expression, spirit, vigor"
12527,12528,神采奕奕,精熟,第7級,,3,1,"[['神采奕奕', ['34732']]]",ㄕㄣˊ ㄘㄞˇ ㄧˋ ㄧˋ,shéncǎiyìyì,"in glowing spirits (idiom), bursting with life, radiating health and vigor"
12528,12529,身段,精熟,第7級,,5,12,"[['身段', ['34599']]]",ㄕㄣ ㄉㄨㄢˋ,shēnduàn,"a woman's physique, figure, posture on stage"
12529,12530,深廣,精熟,第7級,,2,0,[],ㄕㄣ ㄍㄨㄤˇ,shēnguǎng,"deep and wide, vast, profound (influence etc)"
12530,12531,甚或,精熟,第7級,,9,1,"[['甚或', ['34771']]]",ㄕㄣˋ ㄏㄨㄛˋ,shènhuò,"so much so that, to the extent that, even"
12531,12532,身家,精熟,第7級,,3,1,"[['身家', ['34609']]]",ㄕㄣ ㄐㄧㄚ,shēnjiā,"oneself and one's family, family background, pedigree, one's property, one's total assets"
12532,12533,身教,精熟,第7級,,6,4,"[['身教', ['34612']]]",ㄕㄣ ㄐㄧㄠˋ,shēnjiào,to teach by example
12533,12534,深究,精熟,第7級,,4,1,"[['深究', ['34644']]]",ㄕㄣ ㄐㄧㄡˋ,shēnjiù,to perform an in-depth investigation
12534,12535,深覺,精熟,第7級,,2,1,[],ㄕㄣ ㄐㄩㄝˊ,shēnjué,to realize
12535,12536,審理,精熟,第7級,,6,2,"[['審理', ['34753']]]",ㄕㄣˇ ㄌㄧˇ,shěnlǐ,to hear (a case)
12536,12537,神迷,精熟,第7級,,3,0,[],ㄕㄣˊ ㄇㄧˊ,shénmí,
12537,12538,神祇,精熟,第7級,,7,2,"[['神祇', ['34713']]]",ㄕㄣˊ ㄑㄧˊ,shénqí,"god, deity"
12538,12539,神氣,精熟,第7級,,6,2,"[['神氣', ['34714']]]",ㄕㄣˊ ㄑㄧˋ,shénqì,"expression, manner, vigorous, impressive, lofty, pretentious"
12539,12540,滲入,精熟,第7級,,4,5,"[['滲入', ['34794']]]",ㄕㄣˋ ㄖㄨˋ,shènrù,to permeate
12540,12541,深入淺出,精熟,第7級,,4,1,"[['深入淺出', ['34660']]]",ㄕㄣ ㄖㄨˋ ㄑㄧㄢˇ ㄔㄨ,shēnrùqiǎnchū,"to explain a complicated subject matter in simple terms (idiom), (of language) simple and easy to understand"
12541,12542,審慎,精熟,第7級,,7,3,"[['審慎', ['34761']]]",ㄕㄣˇ ㄕㄣˋ,shěnshèn,"prudent, cautious"
12542,12543,身受,精熟,第7級,,3,2,"[['身受', ['34621']]]",ㄕㄣ ㄕㄡˋ,shēnshòu,to feel it personally
12543,12544,身手,精熟,第7級,,6,4,"[['身手', ['34619']]]",ㄕㄣ ㄕㄡˇ,shēnshǒu,"skill, talent, agility"
12544,12545,深思熟慮,精熟,第7級,,6,1,"[['深思熟慮', ['34665']]]",ㄕㄣ ㄙ ㄕㄡˊ ㄌㄩˋ,shēnsīshóulǜ,"mature reflection, after careful deliberations"
12545,12546,深邃,精熟,第7級,,5,2,"[['深邃', ['34666']]]",ㄕㄣ ㄙㄨㄟˋ,shēnsuì,"deep (valley or night), abstruse, hidden in depth"
12546,12547,深鎖,精熟,第7級,,3,2,[],ㄕㄣ ㄙㄨㄛˇ,shēnsuǒ,locked tight
12547,12548,身體力行,精熟,第7級,,4,10,"[['身體力行', ['34601']]]",ㄕㄣ ㄊㄧˇ ㄌㄧˋ ㄒㄧㄥˊ,shēntǐlìxíng,to practice what one preaches (idiom)
12548,12549,神通,精熟,第7級,,3,1,"[['神通', ['34693']]]",ㄕㄣˊ ㄊㄨㄥ,shéntōng,"remarkable ability, magical power"
12549,12550,滲透,精熟,第7級,,7,10,"[['滲透', ['34790']]]",ㄕㄣˋ ㄊㄡˋ,shèntòu,"(lit. and fig.) to permeate, to seep into, (of a product, idea etc) to penetrate (in a population), (of hostile forces) to infiltrate, (chemistry) osmosis"
12550,12551,神往,精熟,第7級,,3,1,"[['神往', ['34743']]]",ㄕㄣˊ ㄨㄤˇ,shénwǎng,"to be fascinated, to be rapt, to long for, to dream of"
12551,12552,審問,精熟,第7級,,6,0,"[['審問', ['34764']]]",ㄕㄣˇ ㄨㄣˋ,shěnwèn,"to interrogate, to examine, to question"
12552,12553,深惡痛絕,精熟,第7級,,3,0,"[['深惡痛絕', ['34670']]]",ㄕㄣ ㄨˋ ㄊㄨㄥˋ ㄐㄩㄝˊ,shēnwùtòngjué,"to detest bitterly (idiom), implacable hatred, to abhor, anathema"
12553,12554,深陷,精熟,第7級,,4,5,[],ㄕㄣ ㄒㄧㄢˋ,shēnxiàn,"to be deeply in (trouble, debt etc), deep set (eyes)"
12554,12555,神像,精熟,第7級,,5,4,"[['神像', ['34719']]]",ㄕㄣˊ ㄒㄧㄤˋ,shénxiàng,"likeness of a god or Buddha, (old) portrait of the deceased"
12555,12556,深信不疑,精熟,第7級,,4,1,[],ㄕㄣ ㄒㄧㄣˋ ㄅㄨˋ ㄧˊ,shēnxìnbùyí,"to believe firmly without any doubt (idiom), absolute certainty about sth"
12556,12557,審訊,精熟,第7級,,7,1,"[['審訊', ['34757']]]",ㄕㄣˇ ㄒㄩㄣˋ,shěnxùn,"inquest, trial, interrogation, to try, to interrogate"
12557,12558,審議,精熟,第7級,,6,1,"[['審議', ['34763']]]",ㄕㄣˇ ㄧˋ,shěnyì,"(of a committee etc) to deliberate, to consider, to discuss"
12558,12559,神遊,精熟,第7級,,2,0,"[['神遊', ['34740']]]",ㄕㄣˊ ㄧㄡˊ,shényóu,journey of thought
12559,12560,身孕,精熟,第7級,,3,1,"[['身孕', ['34627']]]",ㄕㄣ ㄩㄣˋ,shēnyùn,"pregnancy, pregnant"
12560,12561,深造,精熟,第7級,,3,2,"[['深造', ['34661']]]",ㄕㄣ ㄗㄠˋ,shēnzào,to pursue one's studies
12561,12562,伸張,精熟,第7級,,4,2,[],ㄕㄣ ㄓㄤ,shēnzhāng,"to uphold (e.g. justice or virtue), to promote"
12562,12563,神職,精熟,第7級,,4,5,"[['神職', ['34721']]]",ㄕㄣˊ ㄓˊ,shénzhí,"clergy, clerical"
12563,12564,神志,精熟,第7級,,3,0,[],ㄕㄣˊ ㄓˋ,shénzhì,"consciousness, state of mind, compos mentis"
12564,12565,神智,精熟,第7級,,4,1,"[['神智', ['34722']]]",ㄕㄣˊ ㄓˋ,shénzhì,"mind, wisdom, consciousness"
12565,12566,伸直,精熟,第7級,,8,3,[],ㄕㄣ ㄓˊ,shēnzhí,"to straighten, to stretch out"
12566,12567,深植,精熟,第7級,,4,3,[],ㄕㄣ ㄓˊ,shēnzhí,to deeply cultivate
12567,12568,深重,精熟,第7級,,3,2,"[['深重', ['34653']]]",ㄕㄣ ㄓㄨㄥˋ,shēnzhòng,"very serious, grave, profound"
12568,12569,盛產,精熟,第7級,,4,14,"[['盛產', ['35212']]]",ㄕㄥˋ ㄔㄢˇ,shèngchǎn,"to produce in abundance, to be rich in"
12569,12570,省吃儉用,精熟,第7級,,2,2,[],ㄕㄥˇ ㄔ ㄐㄧㄢˇ ㄩㄥˋ,shěngchījiǎnyòng,to live frugally
12570,12571,勝出,精熟,第7級,,3,1,[],ㄕㄥˋ ㄔㄨ,shèngchū,"to come out on top, to win (in an election, contest etc), success, victory"
12571,12572,省得,精熟,第7級,,2,1,[],ㄕㄥˇ ˙ㄉㄜ,shěngde,"to avoid, so as to save (money or time)"
12572,12573,勝地,精熟,第7級,,4,7,"[['勝地', ['35225']]]",ㄕㄥˋ ㄉㄧˋ,shèngdì,well-known scenic spot
12573,12574,聖地,精熟,第7級,,4,8,"[['聖地', ['35245']]]",ㄕㄥˋ ㄉㄧˋ,shèngdì,"holy land (of a religion), sacred place, shrine, holy city (such as Jerusalem, Mecca etc), center of historic interest"
12574,12575,生兒育女,精熟,第7級,,3,0,[],ㄕㄥ ㄦˊ ㄩˋ ㄋㄩˇ,shēngéryùnǚ,to bear and raise children
12575,12576,生根,精熟,第7級,,5,5,"[['生根', ['35037']]]",ㄕㄥ ㄍㄣ,shēnggēn,to take root
12576,12577,昇華,精熟,第7級,,6,3,"[['昇華', ['35002']]]",ㄕㄥ ㄏㄨㄚˊ,shēnghuá,sublimation; a metaphor for the improvement of the realm of things
12577,12578,升降,精熟,第7級,,2,3,"[['升降', ['34993']]]",ㄕㄥ ㄐㄧㄤˋ,shēngjiàng,rising and falling
12578,12579,聖潔,精熟,第7級,,3,2,"[['聖潔', ['35248']]]",ㄕㄥˋ ㄐㄧㄝˊ,shèngjié,pure and holy
12579,12580,牲口,精熟,第7級,,4,5,"[['牲口', ['35109']]]",ㄕㄥ ㄎㄡˇ,shēngkǒu,"animals used for their physical strength (mules, oxen etc), beast of burden"
12580,12581,盛況,精熟,第7級,,4,4,"[['盛況', ['35200']]]",ㄕㄥˋ ㄎㄨㄤˋ,shèngkuàng,grand occasion
12581,12582,聲浪,精熟,第7級,,4,10,"[['聲浪', ['35130']]]",ㄕㄥ ㄌㄤˋ,shēnglàng,clamor
12582,12583,勝利在望,精熟,第7級,,0,0,[],ㄕㄥˋ ㄌㄧˋ ㄗㄞˋ ㄨㄤˋ,shènglìzàiwàng,victory is in sight
12583,12584,生靈,精熟,第7級,,3,3,[],ㄕㄥ ㄌㄧㄥˊ,shēnglíng,"(literary) the people, living thing, creature"
12584,12585,生龍活虎,精熟,第7級,,2,1,"[['生龍活虎', ['35036']]]",ㄕㄥ ㄌㄨㄥˊ ㄏㄨㄛˊ ㄏㄨˇ,shēnglónghuóhǔ,"lit. lively dragon and animated tiger (idiom), fig. vigorous and lively"
12585,12586,生路,精熟,第7級,,4,2,"[['生路', ['35035']]]",ㄕㄥ ㄌㄨˋ,shēnglù,"a way to make a living, a way to survive, a way out of a predicament"
12586,12587,省略,精熟,第7級,,4,0,"[['省略', ['35173']]]",ㄕㄥˇ ㄌㄩㄝˋ,shěnglüè,"to leave out, an omission"
12587,12588,盛名,精熟,第7級,,5,3,"[['盛名', ['35194']]]",ㄕㄥˋ ㄇㄧㄥˊ,shèngmíng,famous reputation
12588,12589,盛怒,精熟,第7級,,4,0,"[['盛怒', ['35198']]]",ㄕㄥˋ ㄋㄨˋ,shèngnù,"enraged, furious"
12589,12590,生氣勃勃,精熟,第7級,,2,2,[],ㄕㄥ ㄑㄧˋ ㄅㄛˊ ㄅㄛˊ,shēngqìbóbó,full of vitality
12590,12591,生人,精熟,第7級,,3,3,"[['生人', ['35082']]]",ㄕㄥ ㄖㄣˊ,shēngrén,"stranger, living person, to give birth, to be born (in a certain time or place)"
12591,12592,聲色,精熟,第7級,,5,4,"[['聲色', ['35145']]]",ㄕㄥ ㄙㄜˋ,shēngsè,the voice and appearance when speaking; lustful music and beauty; physiognomy; information
12592,12593,生生不息,精熟,第7級,,3,4,"[['生生不息', ['35078']]]",ㄕㄥ ㄕㄥ ㄅㄨˋ ㄒㄧˊ,shēngshēngbùxí,to grow and multiply without end
12593,12594,盛世,精熟,第7級,,7,2,"[['盛世', ['35214']]]",ㄕㄥˋ ㄕˋ,shèngshì,"a flourishing period, period of prosperity, a golden age"
12594,12595,盛事,精熟,第7級,,2,4,"[['盛事', ['35215']]]",ㄕㄥˋ ㄕˋ,shèngshì,grand occasion
12595,12596,省事,精熟,第7級,,2,1,"[['省事', ['28281', '35183']]]",ㄕㄥˇ ㄕˋ,shěngshì,"to simplify matters, to save trouble"
12596,12597,生疏,精熟,第7級,,3,1,"[['生疏', ['35079']]]",ㄕㄥ ㄕㄨ,shēngshū,"unfamiliar, strange, out of practice, not accustomed"
12597,12598,聲嘶力竭,精熟,第7級,,3,0,"[['聲嘶力竭', ['35144']]]",ㄕㄥ ㄙ ㄌㄧˋ ㄐㄧㄝˊ,shēngsīlìjié,to shout oneself hoarse (idiom)
12598,12599,勝算,精熟,第7級,,4,1,"[['勝算', ['35233']]]",ㄕㄥˋ ㄙㄨㄢˋ,shèngsuàn,"odds of success, stratagem that ensures success, to be sure of success"
12599,12600,升天,精熟,第7級,,3,0,"[['升天', ['34986']]]",ㄕㄥ ㄊㄧㄢ,shēngtiān,"lit. to ascend to heaven, to die"
12600,12601,生息,精熟,第7級,,3,6,"[['生息', ['35060']]]",ㄕㄥ ㄒㄧˊ,shēngxí,"to inhabit, to live (in a habitat)"
12601,12602,聖賢,精熟,第7級,,5,3,"[['聖賢', ['35250']]]",ㄕㄥˋ ㄒㄧㄢˊ,shèngxián,"a sage, wise and holy man, virtuous ruler, Buddhist lama, wine"
12602,12603,生性,精熟,第7級,,7,2,"[['生性', ['35064']]]",ㄕㄥ ㄒㄧㄥˋ,shēngxìng,natural disposition
12603,12604,盛宴,精熟,第7級,,3,1,"[['盛宴', ['35220']]]",ㄕㄥˋ ㄧㄢˋ,shèngyàn,feast
12604,12605,生硬,精熟,第7級,,3,1,"[['生硬', ['35103']]]",ㄕㄥ ㄧㄥˋ,shēngyìng,"stiff, harsh"
12605,12606,聲援,精熟,第7級,,2,3,"[['聲援', ['35156']]]",ㄕㄥ ㄩㄢˊ,shēngyuán,to support (a cause)
12606,12607,勝仗,精熟,第7級,,3,0,"[['勝仗', ['35231']]]",ㄕㄥˋ ㄓㄤˋ,shèngzhàng,"victory, victorious battle"
12607,12608,聖旨,精熟,第7級,,9,0,"[['聖旨', ['35251']]]",ㄕㄥˋ ㄓˇ,shèngzhǐ,imperial edict
12608,12609,盛裝,精熟,第7級,,4,3,"[['盛裝', ['35211']]]",ㄕㄥˋ ㄓㄨㄤ,shèngzhuāng,"splendid clothes, rich attire, one's Sunday best"
12609,12610,身居,精熟,第7級,,3,0,[],ㄕㄣㄐㄩ,shēnjū,to live in
12610,12611,嗜,精熟,第7級,,9,1,"[['嗜', ['33725']]]",ㄕˋ,shì,"addicted to, fond of, stem corresponding to -phil or -phile"
12611,12612,石板,精熟,第7級,,7,1,[],ㄕˊ ㄅㄢˇ,shíbǎn,"slab, flagstone, slate"
12612,12613,事半功倍,精熟,第7級,,3,1,"[['事半功倍', ['33639']]]",ㄕˋ ㄅㄢˋ ㄍㄨㄥ ㄅㄟˋ,shìbàngōngbèi,"half the work, twice the effect (idiom), the right approach saves effort and leads to better results, a stitch in time saves nine"
12613,12614,視察,精熟,第7級,,7,4,"[['視察', ['33560']]]",ㄕˋ ㄔㄚˊ,shìchá,"to inspect, an investigation"
12614,12615,使臣,精熟,第7級,,7,0,"[['使臣', ['33474']]]",ㄕˇ ㄔㄣˊ,shǐchén,officials who travel internationally on mission; a military attache responsible for arresting criminals in the Song Dynasty; music officer of the court
12615,12616,時程,精熟,第7級,,3,1,[],ㄕˊ ㄔㄥˊ,shíchéng,"timetable, schedule"
12616,12617,釋出,精熟,第7級,,5,9,"[['釋出', ['33776']]]",ㄕˋ ㄔㄨ,shìchū,"to release, to make available, to liberate, disengagement"
12617,12618,失傳,精熟,第7級,,3,3,"[['失傳', ['33161']]]",ㄕ ㄔㄨㄢˊ,shīchuán,"(of skills etc) to die out, lost, extinct"
12618,12619,失措,精熟,第7級,,3,1,"[['失措', ['33175']]]",ㄕ ㄘㄨㄛˋ,shīcuò,to be at a loss
12619,12620,世道,精熟,第7級,,2,0,"[['世道', ['33575']]]",ㄕˋ ㄉㄠˋ,shìdào,"the ways of the world, the morals of the time"
12620,12621,適得其反,精熟,第7級,,3,0,"[['適得其反', ['33739']]]",ㄕˋ ㄉㄜˊ ㄑㄧˊ ㄈㄢˇ,shìdéqífǎn,to produce the opposite of the desired result
12621,12622,事端,精熟,第7級,,3,1,"[['事端', ['33643']]]",ㄕˋ ㄉㄨㄢ,shìduān,"disturbance, incident"
12622,12623,施肥,精熟,第7級,,3,31,"[['施肥', ['33196']]]",ㄕ ㄈㄟˊ,shīféi,"to spread manure, to apply fertilizer"
12623,12624,侍奉,精熟,第7級,,6,1,"[['侍奉', ['33674']]]",ㄕˋ ㄈㄥˋ,shìfèng,"to wait upon, to serve, to attend to sb's needs"
12624,12625,世故,精熟,第7級,,6,2,"[['世故', ['33578']]]",ㄕˋ ㄍㄨˋ,shìgù,"the ways of the world, sophisticated, worldly-wise"
12625,12626,屍骨,精熟,第7級,,4,1,"[['屍骨', ['33122']]]",ㄕ ㄍㄨˇ,shīgǔ,skeleton of the dead
12626,12627,侍候,精熟,第7級,,6,0,"[['侍候', ['33677']]]",ㄕˋ ㄏㄡˋ,shìhòu,"to serve, to wait upon"
12627,12628,釋懷,精熟,第7級,,4,4,"[['釋懷', ['33773']]]",ㄕˋ ㄏㄨㄞˊ,shìhuái,"to get over (a traumatic experience, misgivings etc)"
12628,12629,使喚,精熟,第7級,,5,0,"[['使喚', ['33469']]]",ㄕˇ ㄏㄨㄢˋ,shǐhuàn,"to order sb around, (coll.) to handle (a draught animal, tool, machine etc), Taiwan pr. [shi3 huan4]"
12629,12630,實惠,精熟,第7級,,3,3,"[['實惠', ['33422']]]",ㄕˊ ㄏㄨㄟˋ,shíhuì,"tangible benefit, material advantages, cheap, economical, advantageous (deal), substantial (discount)"
12630,12631,詩集,精熟,第7級,,6,1,"[['詩集', ['33251']]]",ㄕ ㄐㄧˊ,shījí,poetry anthology
12631,12632,視角,精熟,第7級,,4,2,[],ㄕˋ ㄐㄧㄠˇ,shìjiǎo,"angle from which one observes an object, (fig.) perspective, viewpoint, frame of reference, (cinematography) camera angle, (visual perception) visual angle (the angle a viewed object subtends at the eye), (photography) angle of view"
12632,12633,市郊,精熟,第7級,,3,4,[],ㄕˋ ㄐㄧㄠ,shìjiāo,"outer city, suburb"
12633,12634,石階,精熟,第7級,,4,1,[],ㄕˊ ㄐㄧㄝ,shíjiē,stone step
12634,12635,市井,精熟,第7級,,4,1,"[['市井', ['33525']]]",ㄕˋ ㄐㄧㄥˇ,shìjǐng,"marketplace, town, the street (urban milieu), the haunts of the common people"
12635,12636,時局,精熟,第7級,,4,1,"[['時局', ['33383']]]",ㄕˊ ㄐㄩˊ,shíjú,current political situation
12636,12637,適可而止,精熟,第7級,,2,1,"[['適可而止', ['33744']]]",ㄕˋ ㄎㄜˇ ㄦˊ ㄓˇ,shìkěérzhǐ,"(idiom) to refrain from going too far, to know when to stop"
12637,12638,事例,精熟,第7級,,7,0,"[['事例', ['33646']]]",ㄕˋ ㄌㄧˋ,shìlì,"example, exemplar, typical case"
12638,12639,勢利,精熟,第7級,,3,0,"[['勢利', ['33720']]]",ㄕˋ ㄌㄧˋ,shìlì,snobbish
12639,12640,使力,精熟,第7級,,4,1,[],ㄕˇ ㄌㄧˋ,shǐlì,to exert oneself
12640,12641,食糧,精熟,第7級,,4,0,"[['食糧', ['33344']]]",ㄕˊ ㄌㄧㄤˊ,shíliáng,food cereals
12641,12642,始料未及,精熟,第7級,,2,1,"[['始料未及', ['33489']]]",ㄕˇ ㄌㄧㄠˋ ㄨㄟˋ ㄐㄧˊ,shǐliàowèijí,"not expected at the outset (idiom), unforeseen, to be surprised by the turn of events"
12642,12643,世面,精熟,第7級,,3,1,"[['世面', ['33571']]]",ㄕˋ ㄇㄧㄢˋ,shìmiàn,"the wider world, diverse aspects of society"
12643,12644,石磨,精熟,第7級,,2,1,"[['石磨', ['33300']]]",ㄕˊ ㄇㄛˋ,shímò,grindstone
12644,12645,始末,精熟,第7級,,4,1,"[['始末', ['33487']]]",ㄕˇ ㄇㄛˋ,shǐmò,"whole story, the ins and outs"
12645,12646,識破,精熟,第7級,,4,1,"[['識破', ['33762']]]",ㄕˋ ㄆㄛˋ,shìpò,"to penetrate, to see through"
12646,12647,士氣大振,精熟,第7級,,0,0,[],ㄕˋ ㄑㄧˋㄉㄚˋ ㄓㄣˋ,shìqìdàzhèn,morale boosted (used in military)
12647,12648,市容,精熟,第7級,,1,3,"[['市容', ['33538']]]",ㄕˋ ㄖㄨㄥˊ,shìróng,appearance of a city
12648,12649,勢如破竹,精熟,第7級,,2,0,"[['勢如破竹', ['33723']]]",ㄕˋ ㄖㄨˊ ㄆㄛˋ ㄓㄨˊ,shìrúpòzhú,"like a hot knife through butter (idiom), with irresistible force"
12649,12650,溼潤/濕潤,精熟,第7級,,6,8,"[['溼潤', ['33245']]]",ㄕ ㄖㄨㄣˋ,shīrùn,moist
12650,12651,示弱,精熟,第7級,,3,0,"[['示弱', ['33547']]]",ㄕˋ ㄖㄨㄛˋ,shìruò,"not to fight back, to take it lying down, to show weakness, to show one's softer side"
12651,12652,視若無睹,精熟,第7級,,3,1,"[['視若無睹', ['33564']]]",ㄕˋ ㄖㄨㄛˋ ㄨˊ ㄉㄨˇ,shìruòwúdǔ,to turn a blind eye to
12652,12653,失色,精熟,第7級,,3,0,"[['失色', ['33177']]]",ㄕ ㄙㄜˋ,shīsè,"to lose color, to turn pale"
12653,12654,施捨,精熟,第7級,,4,2,"[['施捨', ['33205']]]",ㄕ ㄕㄜˇ,shīshě,"to give in charity, to give alms (to the poor)"
12654,12655,失聲,精熟,第7級,,3,0,"[['失聲', ['33171']]]",ㄕ ㄕㄥ,shīshēng,"to lose one's voice, (to cry out) involuntarily"
12655,12656,時事,精熟,第7級,,4,2,"[['時事', ['33397']]]",ㄕˊ ㄕˋ,shíshì,"current trends, the present situation, how things are going"
12656,12657,失事,精熟,第7級,,5,3,"[['失事', ['33165']]]",ㄕ ㄕˋ,shīshì,"(of a plane, ship etc) to have an accident (plane crash, shipwreck, vehicle collision etc), to mess things up"
12657,12658,實事求是,精熟,第7級,,4,1,"[['實事求是', ['33442']]]",ㄕˊ ㄕˋ ㄑㄧㄡˊ ㄕˋ,shíshìqiúshì,"lit. to seek truth from facts (idiom), fig. to be practical and realistic"
12658,12659,失守,精熟,第7級,,4,1,"[['失守', ['33168']]]",ㄕ ㄕㄡˇ,shīshǒu,"(military) (of a city etc) to fall into enemy hands, (fig.) to take a turn for the worse"
12659,12660,屍首,精熟,第7級,,4,0,"[['屍首', ['33126']]]",ㄕ ㄕㄡˇ,shīshǒu,"corpse, carcass, dead body"
12660,12661,失手,精熟,第7級,,3,1,"[['失手', ['33167']]]",ㄕ ㄕㄡˇ,shīshǒu,"a slip, miscalculation, unwise move, accidentally, by mistake, to lose control, to be defeated"
12661,12662,詩書,精熟,第7級,,3,1,[],ㄕ ㄕㄨ,shīshū,the Book of Songs 詩經|诗经[Shi1 jing1] and the Book of History 書經|书经[Shu1 jing1]
